Index,Datetime,Q1,Q2,Q3,Q4
1,2024-09-12 11:11:53,2.473,2.003,3.375,2.085
2,2024-09-12 11:11:53,2.839,2.174,1.723,2.857
3,2024-09-12 11:11:53,2.303,1.571,2.34,1.577
4,2024-09-12 11:11:53,1.606,1.803,1.872,2.854
5,2024-09-12 11:11:54,3.227,2.51,1.621,1.894
6,2024-09-12 11:11:54,2.736,1.9,1.618,3.102
7,2024-09-12 11:11:54,1.591,3.332,1.511,2.791
8,2024-09-12 11:11:54,3.083,3.185,2.692,1.526
9,2024-09-12 11:11:54,3.406,2.742,2.824,2.536
10,2024-09-12 11:11:54,2.244,2.763,1.513,1.73
11,2024-09-12 11:11:54,2.468,2.119,3.149,3.086
12,2024-09-12 11:11:54,2.482,2.051,2.419,2.122
13,2024-09-12 11:11:54,2.764,2.693,1.775,1.922
14,2024-09-12 11:11:55,3.368,1.578,2.14,3.294
15,2024-09-12 11:11:55,3.137,3.26,1.671,1.935
16,2024-09-12 11:11:55,2.691,2.04,2.325,2.302
17,2024-09-12 11:11:55,1.854,2.689,2.62,2.772
18,2024-09-12 11:11:55,2.07,3.191,1.666,1.754
19,2024-09-12 11:11:55,1.589,3.152,3.375,2.015
20,2024-09-12 11:11:55,3.487,3.453,2.157,3.379
21,2024-09-12 11:11:55,2.209,2.047,3.392,2.833
22,2024-09-12 11:11:55,2.138,2.852,2.78,1.864
23,2024-09-12 11:11:56,3.288,2.16,3.33,2.96
24,2024-09-12 11:11:56,1.954,1.831,2.884,1.854
25,2024-09-12 11:11:56,1.827,2.858,2.639,2.619
26,2024-09-12 11:11:56,2.141,1.849,2.782,3.378
27,2024-09-12 11:11:56,2.956,3.272,3.464,2.711
28,2024-09-12 11:11:56,2.756,2.547,3.363,2.156
29,2024-09-12 11:11:56,2.662,2.994,3.143,2.242
30,2024-09-12 11:11:56,2.69,2.411,3.304,3.438
31,2024-09-12 11:11:56,2.223,1.629,3.355,3.086
32,2024-09-12 11:11:57,2.474,1.534,1.647,2.717
33,2024-09-12 11:11:57,2.058,2.046,2.151,1.793
34,2024-09-12 11:11:57,2.198,2.753,2.142,2.204
35,2024-09-12 11:11:57,3.203,3.003,2.905,2.135
36,2024-09-12 11:11:57,2.156,3.29,2.333,2.35
37,2024-09-12 11:11:57,1.534,2.508,3.324,2.408
38,2024-09-12 11:11:57,2.387,2.155,2.863,2.474
39,2024-09-12 11:11:57,2.691,2.647,3.202,1.768
40,2024-09-12 11:11:58,2.325,3.495,2.443,2.948
41,2024-09-12 11:11:58,3.37,3.231,1.659,2.334
42,2024-09-12 11:11:58,3.138,2.809,2.33,2.76
43,2024-09-12 11:11:58,3.018,2.288,2.467,3.262
44,2024-09-12 11:11:58,2.132,1.949,2.904,2.284
45,2024-09-12 11:11:58,3.033,2.265,2.468,1.564
46,2024-09-12 11:11:58,1.811,3.151,2.133,2.525
47,2024-09-12 11:11:58,1.988,2.155,1.603,3.282
48,2024-09-12 11:11:58,2.565,2.946,2.86,1.686
49,2024-09-12 11:11:59,3.192,2.661,2.39,2.137
50,2024-09-12 11:11:59,3.248,1.581,1.909,2.561
51,2024-09-12 11:11:59,2.022,3.032,1.897,3.1
52,2024-09-12 11:11:59,2.797,3.094,2.859,1.543
53,2024-09-12 11:11:59,2.056,3.14,1.748,2.713
54,2024-09-12 11:11:59,2.488,1.5,2.657,2.797
55,2024-09-12 11:11:59,3.246,1.692,2.854,1.841
56,2024-09-12 11:11:59,2.271,2.441,3.345,3.322
57,2024-09-12 11:11:59,2.798,2.747,1.772,2.747
58,2024-09-12 11:12:00,2.175,3.04,2.338,2.932
59,2024-09-12 11:12:00,2.072,2.12,2.441,1.5
60,2024-09-12 11:12:00,1.56,1.75,3.437,1.663
61,2024-09-12 11:12:00,1.68,1.755,2.982,1.54
62,2024-09-12 11:12:00,2.654,2.063,3.071,3.274
63,2024-09-12 11:12:00,2.087,1.898,2.627,2.965
64,2024-09-12 11:12:00,1.627,2.678,2.798,1.662
65,2024-09-12 11:12:00,3.022,2.275,2.072,2.389
66,2024-09-12 11:12:00,1.863,2.926,1.96,2.094
67,2024-09-12 11:12:01,1.775,2.117,2.287,3.046
68,2024-09-12 11:12:01,3.258,2.413,1.825,2.208
69,2024-09-12 11:12:01,1.698,3.107,2.242,1.642
70,2024-09-12 11:12:01,2.809,3.289,2.031,2.868
71,2024-09-12 11:12:01,3.166,2.731,3.327,3.437
72,2024-09-12 11:12:01,1.98,2.632,2.534,1.655
73,2024-09-12 11:12:01,2.639,2.444,3.45,3.297
74,2024-09-12 11:12:01,2.3,3.215,2.063,1.806
75,2024-09-12 11:12:01,2.036,3.148,2.323,2.098
76,2024-09-12 11:12:02,1.773,2.051,2.294,2.517
77,2024-09-12 11:12:02,1.82,3.06,2.057,1.639
78,2024-09-12 11:12:02,3.331,2.515,1.956,3.457
79,2024-09-12 11:12:02,2.057,2.49,1.552,2.508
80,2024-09-12 11:12:02,3.27,2.086,3.457,1.848
81,2024-09-12 11:12:02,1.724,1.832,2.783,2.48
82,2024-09-12 11:12:02,3.381,1.708,3.455,3.161
83,2024-09-12 11:12:02,3.363,1.527,3.496,2.521
84,2024-09-12 11:12:03,3.273,1.836,2.066,3.19
85,2024-09-12 11:12:03,2.669,2.602,2.951,2.452
86,2024-09-12 11:12:03,2.586,1.896,1.636,1.623
87,2024-09-12 11:12:03,1.827,2.233,3.45,2.893
88,2024-09-12 11:12:03,2.909,3.096,2.94,3.142
89,2024-09-12 11:12:03,1.974,3.031,2.456,2.934
90,2024-09-12 11:12:03,1.723,2.538,3.328,3.488
91,2024-09-12 11:12:03,2.227,3.009,2.29,2.172
92,2024-09-12 11:12:03,2.436,2.775,1.573,1.666
93,2024-09-12 11:12:04,2.556,2.579,2.978,3.284
94,2024-09-12 11:12:04,1.649,2.198,2.417,2.215
95,2024-09-12 11:12:04,1.672,3.464,2.156,2.394
96,2024-09-12 11:12:04,1.843,3.32,3.286,1.99
97,2024-09-12 11:12:04,3.041,2.928,2.092,2.714
98,2024-09-12 11:12:04,1.825,3.372,1.577,2.52
99,2024-09-12 11:12:04,1.719,3.353,3.298,3.102
100,2024-09-12 11:12:04,2.729,2.351,2.265,2.022
101,2024-09-12 11:12:04,1.839,3.23,2.362,2.611
102,2024-09-12 11:12:05,3.122,1.986,1.592,3.465
103,2024-09-12 11:12:05,2.598,3.06,3.087,2.052
104,2024-09-12 11:12:05,2.414,3.106,1.729,2.924
105,2024-09-12 11:12:05,1.931,2.209,1.695,2.448
106,2024-09-12 11:12:05,2.292,3.333,2.646,3.196
107,2024-09-12 11:12:05,2.205,3.138,2.203,3.161
108,2024-09-12 11:12:05,2.112,2.69,3.098,1.866
109,2024-09-12 11:12:05,2.111,1.625,2.145,3.068
110,2024-09-12 11:12:05,1.623,3.487,1.673,1.839
111,2024-09-12 11:12:06,2.049,3.301,1.847,1.902
112,2024-09-12 11:12:06,2.604,3.29,2.65,2.512
113,2024-09-12 11:12:06,1.542,3.35,3.39,1.767
114,2024-09-12 11:12:06,2.047,2.703,3.465,1.711
115,2024-09-12 11:12:06,2.623,2.394,2.692,2.397
116,2024-09-12 11:12:06,2.975,2.17,3.056,2.977
117,2024-09-12 11:12:06,2.107,2.449,1.734,1.948
118,2024-09-12 11:12:06,3.485,2.461,2.531,3.143
119,2024-09-12 11:12:06,2.703,1.823,3.116,1.876
120,2024-09-12 11:12:07,2.195,3.141,2.239,1.848
121,2024-09-12 11:12:07,3.261,3.103,2.979,2.701
122,2024-09-12 11:12:07,2.901,1.77,2.696,2.455
123,2024-09-12 11:12:07,2.776,3.11,1.66,3.445
124,2024-09-12 11:12:07,1.792,2.017,2.724,2.498
125,2024-09-12 11:12:07,2.031,3.454,2.806,1.938
126,2024-09-12 11:12:07,3.085,2.67,2.192,1.917
127,2024-09-12 11:12:07,2.037,2.067,1.734,2.746
128,2024-09-12 11:12:07,3.296,2.664,2.551,1.871
129,2024-09-12 11:12:08,2.384,1.508,1.566,2.955
130,2024-09-12 11:12:08,2.836,3.356,3.36,2.112
131,2024-09-12 11:12:08,2.035,2.155,2.878,1.769
132,2024-09-12 11:12:08,3.3,1.739,3.031,2.71
133,2024-09-12 11:12:08,2.569,2.516,1.56,2.092
134,2024-09-12 11:12:08,1.575,1.657,2.266,2.937
135,2024-09-12 11:12:08,3.276,3.02,2.347,1.568
136,2024-09-12 11:12:08,2.421,1.911,1.736,1.553
137,2024-09-12 11:12:08,1.542,2.831,2.68,3.259
138,2024-09-12 11:12:09,3.053,3.271,1.751,1.573
139,2024-09-12 11:12:09,2.074,2.565,1.971,2.572
140,2024-09-12 11:12:09,2.052,2.118,2.463,1.787
141,2024-09-12 11:12:09,3.4,1.558,1.957,2.637
142,2024-09-12 11:12:09,2.417,2.854,2.213,3.477
143,2024-09-12 11:12:09,1.769,3.378,2.494,2.823
144,2024-09-12 11:12:09,3.482,2.365,2.603,3.294
145,2024-09-12 11:12:09,1.91,2.822,1.913,2.041
146,2024-09-12 11:12:09,2.549,1.856,1.618,2.214
147,2024-09-12 11:12:10,2.572,1.721,2.401,2.399
148,2024-09-12 11:12:10,3.153,3.239,2.342,2.923
149,2024-09-12 11:12:10,2.167,3.079,2.122,2.822
150,2024-09-12 11:12:10,3.198,1.61,1.896,1.865
151,2024-09-12 11:12:10,2.197,3.196,1.984,3.034
152,2024-09-12 11:12:10,2.321,2.982,1.775,2.846
153,2024-09-12 11:12:10,2.634,2.768,2.13,3.496
154,2024-09-12 11:12:10,3.074,1.78,2.888,2.875
155,2024-09-12 11:12:10,2.718,1.954,1.743,2.247
156,2024-09-12 11:12:11,2.063,1.829,2.646,3.04
157,2024-09-12 11:12:11,2.492,2.533,1.838,1.724
158,2024-09-12 11:12:11,1.605,2.795,1.956,3.242
159,2024-09-12 11:12:11,1.668,3.482,2.557,1.519
160,2024-09-12 11:12:11,2.664,1.91,3.266,1.744
161,2024-09-12 11:12:11,3.202,2.695,1.956,2.41
162,2024-09-12 11:12:11,1.705,2.193,3.249,1.907
163,2024-09-12 11:12:11,2.168,2.564,2.025,2.558
164,2024-09-12 11:12:12,3.13,1.88,3.098,2.395
165,2024-09-12 11:12:12,2.561,2.477,3.448,3.142
166,2024-09-12 11:12:12,3.453,1.996,2.402,2.554
167,2024-09-12 11:12:12,2.756,1.565,2.866,1.865
168,2024-09-12 11:12:12,3.151,2.467,3.406,2.546
169,2024-09-12 11:12:12,1.94,2.14,1.759,2.22
170,2024-09-12 11:12:12,3.355,3.454,1.519,2.718
171,2024-09-12 11:12:12,2.137,1.941,3.476,1.669
172,2024-09-12 11:12:12,1.562,2.28,2.226,1.568
173,2024-09-12 11:12:13,2.563,3.412,1.898,2.13
174,2024-09-12 11:12:13,2.836,2.386,2.832,1.806
175,2024-09-12 11:12:13,1.824,3.373,1.613,1.763
176,2024-09-12 11:12:13,2.646,1.653,2.315,2.814
177,2024-09-12 11:12:13,2.877,1.945,2.449,2.122
178,2024-09-12 11:12:13,3.094,1.79,1.78,1.783
179,2024-09-12 11:12:13,2.928,1.65,3.086,1.628
180,2024-09-12 11:12:13,2.675,3.488,2.091,1.724
181,2024-09-12 11:12:13,3.29,3.038,2.387,2.907
182,2024-09-12 11:12:14,1.867,3.158,2.324,2.969
183,2024-09-12 11:12:14,1.561,3.028,2.913,1.651
184,2024-09-12 11:12:14,3.289,3.193,3.381,2.871
185,2024-09-12 11:12:14,3.009,1.896,2.742,2.353
186,2024-09-12 11:12:14,2.59,1.769,1.548,2.596
187,2024-09-12 11:12:14,2.673,1.749,3.06,1.812
188,2024-09-12 11:12:14,2.845,2.703,2.596,1.519
189,2024-09-12 11:12:14,1.504,1.972,1.847,2.674
190,2024-09-12 11:12:14,2.191,3.008,2.927,1.641
191,2024-09-12 11:12:15,1.968,3.279,1.675,2.689
192,2024-09-12 11:12:15,2.128,2.522,1.877,1.698
193,2024-09-12 11:12:15,2.455,1.599,1.933,2.02
194,2024-09-12 11:12:15,1.812,2.196,1.857,1.85
195,2024-09-12 11:12:15,3.183,3.229,2.354,2.862
196,2024-09-12 11:12:15,3.383,1.519,1.623,2.715
197,2024-09-12 11:12:15,2.679,3.259,2.35,2.367
198,2024-09-12 11:12:15,3.149,3.185,2.263,3.449
199,2024-09-12 11:12:15,2.396,1.672,2.043,2.318
200,2024-09-12 11:12:16,2.282,2.208,2.796,2.028
201,2024-09-12 11:12:16,2.534,3.345,3.141,3.264
202,2024-09-12 11:12:16,1.6,1.714,2.131,3.329
203,2024-09-12 11:12:16,3.103,3.312,2.024,2.075
204,2024-09-12 11:12:16,1.867,3.288,3.277,1.872
205,2024-09-12 11:12:16,3.102,2.924,3.155,3.032
206,2024-09-12 11:12:16,3.263,1.905,1.677,1.534
207,2024-09-12 11:12:16,2.257,2.783,2.093,3.004
208,2024-09-12 11:12:16,2.154,2.878,1.98,3.447
209,2024-09-12 11:12:17,2.093,2.938,2.391,3.327
210,2024-09-12 11:12:17,2.309,2.363,2.085,1.655
211,2024-09-12 11:12:17,1.537,2.097,1.976,1.999
212,2024-09-12 11:12:17,1.655,2.104,2.454,2.811
213,2024-09-12 11:12:17,2.534,2.791,2.536,3.352
214,2024-09-12 11:12:17,1.574,2.429,2.842,3.304
215,2024-09-12 11:12:17,2.17,2.202,2.303,2.636
216,2024-09-12 11:12:17,2.592,3.092,1.769,2.719
217,2024-09-12 11:12:18,3.267,2.522,2.853,2.974
218,2024-09-12 11:12:18,2.72,1.587,1.784,3.49
219,2024-09-12 11:12:18,1.523,3.319,3.204,3.264
220,2024-09-12 11:12:18,3.393,1.754,2.846,2.958
221,2024-09-12 11:12:18,3.187,2.618,3.472,2.864
222,2024-09-12 11:12:18,3.005,2.75,3.216,3.153
223,2024-09-12 11:12:18,3.197,3.155,1.801,3.126
224,2024-09-12 11:12:18,1.654,2.764,1.712,2.478
225,2024-09-12 11:12:18,2.714,2.19,1.96,2.585
226,2024-09-12 11:12:19,1.574,2.517,2.705,1.966
227,2024-09-12 11:12:19,2.38,2.103,2.982,3.124
228,2024-09-12 11:12:19,1.939,3.139,1.727,3.171
229,2024-09-12 11:12:19,2.047,3.078,1.947,2.293
230,2024-09-12 11:12:19,2.263,2.444,2.61,3.116
231,2024-09-12 11:12:19,2.469,2.464,3.111,3.182
232,2024-09-12 11:12:19,1.967,2.738,2.274,1.891
233,2024-09-12 11:12:19,2.7,1.901,1.996,1.782
234,2024-09-12 11:12:19,2.303,1.844,2.466,1.644
235,2024-09-12 11:12:20,2.281,2.765,1.87,2.961
236,2024-09-12 11:12:20,3.276,2.918,2.361,1.626
237,2024-09-12 11:12:20,3.19,3.393,2.557,2.118
238,2024-09-12 11:12:20,3.434,2.876,3.45,1.86
239,2024-09-12 11:12:20,2.17,2.633,1.89,2.654
240,2024-09-12 11:12:20,3.137,3.274,1.674,3.086
241,2024-09-12 11:12:20,2.785,2.593,3.08,1.687
242,2024-09-12 11:12:20,2.369,2.581,2.429,1.534
243,2024-09-12 11:12:21,3.383,2.905,2.598,2.53
244,2024-09-12 11:12:21,1.57,1.819,2.124,2.853
245,2024-09-12 11:12:21,1.53,2.37,2.48,1.799
246,2024-09-12 11:12:21,3.103,3.5,2.237,1.528
247,2024-09-12 11:12:21,2.403,2.411,1.821,2.255
248,2024-09-12 11:12:21,1.684,1.989,1.946,2.757
249,2024-09-12 11:12:21,3.48,3.194,1.56,3.001
250,2024-09-12 11:12:21,3.041,2.061,2.024,2.291
251,2024-09-12 11:12:21,2.367,3.205,2.304,2.901
252,2024-09-12 11:12:22,2.276,1.954,1.973,3.106
253,2024-09-12 11:12:22,3.1,3.013,1.583,3.144
254,2024-09-12 11:12:22,3.233,2.607,1.91,2.473
255,2024-09-12 11:12:22,1.839,2.201,1.804,2.403
256,2024-09-12 11:12:22,1.828,1.647,2.669,3.004
257,2024-09-12 11:12:22,3.462,2.375,3.431,2.56
258,2024-09-12 11:12:22,1.553,3.281,3.092,3.316
259,2024-09-12 11:12:22,3.498,2.186,2.278,3.33
260,2024-09-12 11:12:22,3.139,3.327,2.253,3.399
261,2024-09-12 11:12:23,2.766,2.428,2.482,2.51
262,2024-09-12 11:12:23,2.093,1.993,2.064,3.32
263,2024-09-12 11:12:23,3.305,1.833,2.94,1.787
264,2024-09-12 11:12:23,1.667,2.26,2.512,3.284
265,2024-09-12 11:12:23,2.513,2.975,1.853,2.011
266,2024-09-12 11:12:23,1.582,2.002,2.509,2.323
267,2024-09-12 11:12:23,2.878,3.233,1.779,2.206
268,2024-09-12 11:12:23,3.097,1.925,2.99,3.281
269,2024-09-12 11:12:24,2.26,2.466,1.857,1.641
270,2024-09-12 11:12:24,2.644,1.881,2.972,3.19
271,2024-09-12 11:12:24,2.619,3.305,3.328,3.411
