Index,Datetime,Q1,Q2,Q3,Q4
1,2024-08-31 17:00:58,2.072,2.084,1.511,2.833
2,2024-08-31 17:00:58,2.588,2.026,2.156,2.928
3,2024-08-31 17:00:58,2.323,2.502,2.343,2.684
4,2024-08-31 17:00:58,2.206,2.639,2.514,2.878
5,2024-08-31 17:00:58,2.193,2.615,2.414,2.95
6,2024-08-31 17:00:58,2.138,2.585,2.625,2.869
7,2024-08-31 17:00:58,1.981,2.698,2.402,2.588
8,2024-08-31 17:00:59,1.999,2.368,2.334,2.458
9,2024-08-31 17:00:59,1.976,2.231,2.179,2.291
10,2024-08-31 17:00:59,2.114,2.255,2.327,2.21
11,2024-08-31 17:00:59,2.197,2.327,2.135,2.207
12,2024-08-31 17:00:59,2.236,2.28,2.202,2.459
13,2024-08-31 17:00:59,2.474,2.442,2.158,2.555
14,2024-08-31 17:00:59,2.685,2.536,2.392,2.59
15,2024-08-31 17:00:59,2.754,2.509,2.534,2.559
16,2024-08-31 17:01:00,3.008,2.586,2.68,2.596
17,2024-08-31 17:01:00,2.914,2.484,2.876,2.653
18,2024-08-31 17:01:00,2.826,2.6,2.755,2.635
19,2024-08-31 17:01:00,2.91,2.494,2.644,2.486
20,2024-08-31 17:01:00,2.923,2.573,2.645,2.624
21,2024-08-31 17:01:00,2.702,2.348,2.767,2.664
22,2024-08-31 17:01:00,2.777,2.553,2.795,2.56
23,2024-08-31 17:01:00,2.744,2.5,2.931,2.839
24,2024-08-31 17:01:01,2.787,2.459,2.789,2.988
25,2024-08-31 17:01:01,2.761,2.338,2.724,2.673
26,2024-08-31 17:01:01,2.949,2.525,2.697,2.808
27,2024-08-31 17:01:01,2.829,2.291,2.516,2.646
28,2024-08-31 17:01:01,2.989,2.061,2.559,2.665
29,2024-08-31 17:01:01,2.661,2.258,2.767,2.72
30,2024-08-31 17:01:01,2.385,2.376,2.485,2.913
31,2024-08-31 17:01:01,2.204,2.492,2.306,2.656
32,2024-08-31 17:01:02,2.484,2.814,2.167,2.756
33,2024-08-31 17:01:02,2.52,2.826,2.261,2.49
34,2024-08-31 17:01:02,2.511,2.539,2.194,2.255
35,2024-08-31 17:01:02,2.66,2.478,2.423,2.015
36,2024-08-31 17:01:02,2.57,2.276,2.428,1.906
37,2024-08-31 17:01:02,2.273,2.17,2.459,2.047
38,2024-08-31 17:01:02,2.048,2.113,2.57,2.158
39,2024-08-31 17:01:02,2.234,2.238,2.325,2.206
40,2024-08-31 17:01:03,2.378,2.088,2.106,2.428
41,2024-08-31 17:01:03,2.34,2.122,2.034,2.534
42,2024-08-31 17:01:03,2.66,2.058,2.109,2.622
43,2024-08-31 17:01:03,2.567,2.342,2.049,2.656
44,2024-08-31 17:01:03,2.451,2.556,2.029,2.76
45,2024-08-31 17:01:03,2.451,2.845,2.299,2.889
46,2024-08-31 17:01:03,2.4,3.007,2.391,3.005
47,2024-08-31 17:01:03,2.282,2.849,2.455,2.839
48,2024-08-31 17:01:04,2.514,2.926,2.236,2.964
49,2024-08-31 17:01:04,2.4,2.783,2.364,2.913
50,2024-08-31 17:01:04,2.074,2.748,2.182,2.905
51,2024-08-31 17:01:04,2.197,2.802,2.37,2.847
52,2024-08-31 17:01:04,1.956,3.153,2.219,2.877
53,2024-08-31 17:01:04,1.867,3.132,2.241,2.648
54,2024-08-31 17:01:04,2.233,2.949,2.119,2.859
55,2024-08-31 17:01:04,2.366,2.653,2.318,2.638
56,2024-08-31 17:01:05,2.62,2.422,2.161,2.499
57,2024-08-31 17:01:05,2.83,2.257,2.164,2.484
58,2024-08-31 17:01:05,2.752,2.099,2.083,2.708
59,2024-08-31 17:01:05,2.494,2.432,2.194,2.402
60,2024-08-31 17:01:05,2.558,2.504,2.234,2.324
61,2024-08-31 17:01:05,2.374,2.676,2.358,2.606
62,2024-08-31 17:01:05,2.246,2.529,2.521,2.508
63,2024-08-31 17:01:05,2.343,2.584,2.723,2.376
64,2024-08-31 17:01:06,2.354,2.304,2.705,2.684
65,2024-08-31 17:01:06,2.453,2.536,2.499,2.794
66,2024-08-31 17:01:06,2.289,2.312,2.513,2.706
67,2024-08-31 17:01:06,2.559,2.478,2.605,2.75
68,2024-08-31 17:01:06,2.573,2.251,2.579,2.826
69,2024-08-31 17:01:06,2.745,2.235,2.608,2.573
70,2024-08-31 17:01:06,2.658,1.993,2.634,2.52
71,2024-08-31 17:01:06,2.932,2.26,2.639,2.409
72,2024-08-31 17:01:07,2.721,2.349,2.694,2.576
73,2024-08-31 17:01:07,2.817,2.496,2.51,2.406
74,2024-08-31 17:01:07,2.702,2.443,2.713,2.635
75,2024-08-31 17:01:07,2.584,2.491,2.624,2.802
76,2024-08-31 17:01:07,2.35,2.216,2.624,2.822
77,2024-08-31 17:01:07,2.492,2.264,2.509,2.572
78,2024-08-31 17:01:07,2.299,2.3,2.459,2.54
79,2024-08-31 17:01:07,2.364,2.67,2.383,2.368
80,2024-08-31 17:01:07,2.303,2.931,2.38,2.282
81,2024-08-31 17:01:08,2.458,2.892,2.406,2.281
82,2024-08-31 17:01:08,2.382,2.577,2.194,2.522
83,2024-08-31 17:01:08,2.369,2.471,2.377,2.398
84,2024-08-31 17:01:08,2.288,2.182,2.467,2.597
85,2024-08-31 17:01:08,2.391,2.017,2.491,2.411
86,2024-08-31 17:01:08,2.448,2.012,2.21,2.331
87,2024-08-31 17:01:08,2.633,2.081,2.199,2.32
88,2024-08-31 17:01:08,2.805,2.094,2.203,2.562
89,2024-08-31 17:01:09,3.029,2.004,1.992,2.494
90,2024-08-31 17:01:09,3.092,1.927,2.195,2.698
91,2024-08-31 17:01:09,3.003,2.248,2.201,2.946
92,2024-08-31 17:01:09,2.881,2.382,2.441,2.909
93,2024-08-31 17:01:09,2.858,2.344,2.509,2.768
94,2024-08-31 17:01:09,2.839,2.653,2.543,2.542
95,2024-08-31 17:01:09,2.94,2.813,2.257,2.35
96,2024-08-31 17:01:09,2.798,2.796,2.406,2.38
97,2024-08-31 17:01:10,2.827,2.923,2.207,2.165
98,2024-08-31 17:01:10,2.768,3.245,2.042,2.419
99,2024-08-31 17:01:10,2.716,3.193,1.965,2.501
100,2024-08-31 17:01:10,2.759,2.954,1.917,2.703
101,2024-08-31 17:01:10,2.996,2.824,1.937,2.613
102,2024-08-31 17:01:10,2.708,2.47,2.267,2.732
103,2024-08-31 17:01:10,2.695,2.199,2.318,2.615
104,2024-08-31 17:01:10,2.401,2.039,2.486,2.578
105,2024-08-31 17:01:11,2.191,2.199,2.673,2.539
106,2024-08-31 17:01:11,2.222,2.172,2.775,2.596
107,2024-08-31 17:01:11,2.21,2.458,2.678,2.554
108,2024-08-31 17:01:11,2.106,2.676,2.627,2.667
109,2024-08-31 17:01:11,2.323,2.823,2.461,2.889
110,2024-08-31 17:01:11,2.461,2.789,2.546,3.012
111,2024-08-31 17:01:11,2.475,2.844,2.368,2.81
112,2024-08-31 17:01:11,2.582,2.812,2.249,3.014
113,2024-08-31 17:01:12,2.78,2.598,2.332,2.976
114,2024-08-31 17:01:12,2.701,2.726,2.393,2.641
115,2024-08-31 17:01:12,2.736,2.814,2.437,2.679
116,2024-08-31 17:01:12,2.467,2.705,2.504,2.96
117,2024-08-31 17:01:12,2.606,2.621,2.583,2.76
118,2024-08-31 17:01:12,2.466,2.78,2.704,2.844
119,2024-08-31 17:01:12,2.64,2.654,2.627,3.029
120,2024-08-31 17:01:12,2.551,2.489,2.487,3.086
121,2024-08-31 17:01:13,2.608,2.671,2.352,2.847
122,2024-08-31 17:01:13,2.52,2.668,2.416,2.73
123,2024-08-31 17:01:13,2.659,2.669,2.312,2.596
124,2024-08-31 17:01:13,2.493,2.553,2.445,2.461
125,2024-08-31 17:01:13,2.365,2.783,2.59,2.097
126,2024-08-31 17:01:13,2.336,2.876,2.601,2.276
127,2024-08-31 17:01:13,2.439,2.855,2.478,2.272
128,2024-08-31 17:01:13,2.511,2.814,2.675,2.246
129,2024-08-31 17:01:14,2.36,2.806,2.766,2.285
130,2024-08-31 17:01:14,2.542,2.752,2.525,2.652
131,2024-08-31 17:01:14,2.492,2.379,2.846,2.595
132,2024-08-31 17:01:14,2.292,2.371,2.739,2.621
133,2024-08-31 17:01:14,2.094,2.26,2.673,2.685
134,2024-08-31 17:01:14,2.368,2.515,2.667,2.927
135,2024-08-31 17:01:14,2.208,2.303,2.623,2.761
136,2024-08-31 17:01:14,2.385,2.361,2.365,2.661
137,2024-08-31 17:01:15,2.505,2.247,2.56,2.729
138,2024-08-31 17:01:15,2.621,2.19,2.592,2.682
139,2024-08-31 17:01:15,2.593,2.185,2.556,2.482
140,2024-08-31 17:01:15,2.651,2.133,2.795,2.347
141,2024-08-31 17:01:15,2.636,2.296,2.804,2.33
142,2024-08-31 17:01:15,2.738,2.513,2.782,2.409
143,2024-08-31 17:01:15,2.643,2.647,2.489,2.214
144,2024-08-31 17:01:15,2.696,2.457,2.288,2.208
145,2024-08-31 17:01:16,2.673,2.624,2.356,2.185
146,2024-08-31 17:01:16,2.486,2.565,2.315,2.155
147,2024-08-31 17:01:16,2.47,2.41,2.266,2.102
148,2024-08-31 17:01:16,2.562,2.327,2.559,2.16
149,2024-08-31 17:01:16,2.601,2.224,2.574,2.353
150,2024-08-31 17:01:16,2.55,2.219,2.591,2.447
151,2024-08-31 17:01:16,2.864,2.413,2.87,2.707
152,2024-08-31 17:01:17,2.778,2.589,2.77,2.577
153,2024-08-31 17:01:17,2.86,2.584,2.646,2.72
154,2024-08-31 17:01:17,2.775,2.505,2.594,2.589
155,2024-08-31 17:01:17,2.738,2.704,2.471,2.518
156,2024-08-31 17:01:17,2.737,2.496,2.248,2.229
157,2024-08-31 17:01:17,2.8,2.416,2.452,2.573
158,2024-08-31 17:01:17,2.475,2.289,2.337,2.627
159,2024-08-31 17:01:17,2.59,2.671,2.673,2.414
160,2024-08-31 17:01:18,2.586,2.393,2.75,2.691
161,2024-08-31 17:01:18,2.439,2.483,2.991,2.946
162,2024-08-31 17:01:18,2.249,2.577,2.91,2.931
163,2024-08-31 17:01:18,2.48,2.715,3.036,2.771
164,2024-08-31 17:01:18,2.467,2.464,2.988,3.063
165,2024-08-31 17:01:18,2.746,2.685,2.908,2.836
166,2024-08-31 17:01:18,2.709,2.764,2.544,2.603
167,2024-08-31 17:01:18,2.946,2.683,2.679,2.271
168,2024-08-31 17:01:19,2.982,2.679,2.733,2.45
169,2024-08-31 17:01:19,2.728,2.555,2.765,2.436
170,2024-08-31 17:01:19,2.537,2.257,2.872,2.56
171,2024-08-31 17:01:19,2.544,2.114,3.159,2.492
172,2024-08-31 17:01:19,2.439,2.081,3.063,2.727
173,2024-08-31 17:01:19,2.381,1.962,3.014,2.623
174,2024-08-31 17:01:19,2.594,2.162,2.801,2.63
175,2024-08-31 17:01:20,2.697,2.498,2.715,2.392
176,2024-08-31 17:01:20,2.774,2.328,2.501,2.482
177,2024-08-31 17:01:20,2.632,2.147,2.38,2.534
178,2024-08-31 17:01:20,2.555,2.134,2.231,2.451
179,2024-08-31 17:01:20,2.29,2.298,2.275,2.204
180,2024-08-31 17:01:20,2.33,1.965,2.087,2.231
181,2024-08-31 17:01:20,2.293,2.13,2.351,2.163
182,2024-08-31 17:01:20,2.599,2.498,2.298,2.182
183,2024-08-31 17:01:20,2.747,2.769,2.584,2.172
184,2024-08-31 17:01:21,2.776,2.779,2.559,2.194
185,2024-08-31 17:01:21,2.871,2.907,2.874,2.27
186,2024-08-31 17:01:21,2.782,2.8,2.845,2.425
187,2024-08-31 17:01:21,2.626,2.72,3.089,2.39
188,2024-08-31 17:01:21,2.527,2.774,2.976,2.283
189,2024-08-31 17:01:21,2.616,2.497,3.01,2.485
190,2024-08-31 17:01:21,2.477,2.516,2.757,2.526
191,2024-08-31 17:01:22,2.519,2.485,2.816,2.467
192,2024-08-31 17:01:22,2.609,2.345,2.499,2.545
193,2024-08-31 17:01:22,2.44,2.142,2.307,2.667
194,2024-08-31 17:01:22,2.26,2.357,2.292,2.477
195,2024-08-31 17:01:22,2.179,2.274,2.396,2.336
196,2024-08-31 17:01:22,2.236,2.606,2.262,2.216
197,2024-08-31 17:01:22,2.142,2.567,2.543,2.202
198,2024-08-31 17:01:23,2.437,2.487,2.488,2.2
199,2024-08-31 17:01:23,2.442,2.485,2.493,2.425
200,2024-08-31 17:01:23,2.619,2.615,2.325,2.578
201,2024-08-31 17:01:23,2.782,2.543,2.262,2.649
202,2024-08-31 17:01:23,2.967,2.452,2.099,2.454
203,2024-08-31 17:01:23,2.699,2.766,2.44,2.376
204,2024-08-31 17:01:23,2.938,2.726,2.645,2.298
205,2024-08-31 17:01:23,2.719,2.656,2.792,2.145
206,2024-08-31 17:01:23,2.655,2.535,2.739,2.354
207,2024-08-31 17:01:24,2.387,2.64,2.75,2.374
208,2024-08-31 17:01:24,2.481,2.68,2.684,2.702
209,2024-08-31 17:01:24,2.614,2.76,2.546,2.756
210,2024-08-31 17:01:24,2.538,2.768,2.47,2.906
211,2024-08-31 17:01:24,2.242,2.84,2.681,2.897
212,2024-08-31 17:01:24,2.28,3.019,2.875,2.817
213,2024-08-31 17:01:24,2.416,3.011,2.742,2.466
214,2024-08-31 17:01:25,2.118,2.998,2.564,2.319
215,2024-08-31 17:01:25,2.398,2.957,2.693,2.353
216,2024-08-31 17:01:25,2.619,3.041,2.677,2.236
217,2024-08-31 17:01:25,2.81,2.796,2.696,2.316
218,2024-08-31 17:01:25,2.556,2.673,2.659,2.619
219,2024-08-31 17:01:25,2.802,2.494,2.941,2.861
220,2024-08-31 17:01:25,2.488,2.666,2.836,2.945
221,2024-08-31 17:01:25,2.365,2.389,2.874,2.901
222,2024-08-31 17:01:25,2.128,2.707,2.558,3.011
223,2024-08-31 17:01:26,2.355,2.595,2.719,2.702
224,2024-08-31 17:01:26,2.256,2.462,2.567,2.719
225,2024-08-31 17:01:26,2.415,2.205,2.581,2.667
226,2024-08-31 17:01:26,2.69,2.223,2.248,2.612
227,2024-08-31 17:01:26,2.658,1.909,2.571,2.569
228,2024-08-31 17:01:26,2.452,2.053,2.346,2.672
229,2024-08-31 17:01:26,2.341,2.403,2.151,2.488
230,2024-08-31 17:01:26,2.403,2.401,2.191,2.517
231,2024-08-31 17:01:27,2.027,2.554,2.343,2.448
232,2024-08-31 17:01:27,2.097,2.5,2.134,2.581
233,2024-08-31 17:01:27,2.124,2.303,2.181,2.8
234,2024-08-31 17:01:27,2.375,1.937,2.542,2.671
235,2024-08-31 17:01:27,2.305,2.21,2.385,2.681
236,2024-08-31 17:01:27,2.347,2.203,2.578,2.946
237,2024-08-31 17:01:27,2.464,2.216,2.437,2.82
238,2024-08-31 17:01:28,2.743,2.171,2.49,2.632
239,2024-08-31 17:01:28,2.679,2.288,2.232,2.789
240,2024-08-31 17:01:28,2.84,2.053,2.225,2.665
241,2024-08-31 17:01:28,3.1,2.055,1.84,2.59
242,2024-08-31 17:01:28,3.148,2.042,1.884,2.337
243,2024-08-31 17:01:28,2.904,2.109,2.03,2.41
244,2024-08-31 17:01:28,2.628,2.161,2.262,2.35
245,2024-08-31 17:01:29,2.678,2.402,2.606,2.283
